cena	Powierzchnia w m2	Liczba pokoi	Liczba pięter w budynku	Piętro
1950000	270	5	3	NaN
404261	64	3	15	11
274763	44	2	14	7
396416	52	1	5	1
455348	56	2	4	parter
449000	67	3	5	4
346843	57	3	15	1
308237	53	2	2	1
579000	92	2	5	2
240968	43	2	4	1
1400	48	3	4	3
337500	55	1	4	3
266304	36	1	5	3
335000	40	2	4	4
319000	62	3	11	9
198000	31	1	3	parter
252000	48	3	10	1
267984	37	2	5	1
408430	74	4	5	5
354496	55	3	7	1
499000	153	4	2	NaN
598328	74	3	2	parter
218000	45	2	3	3
285000	39	2	5	1
330110	60	3	5	4
2300000	375	6	3	NaN
0	35	2	5	parter
319000	63	3	4	4
259000	38	2	4	4
595000	144	5	3	NaN
292804	41	2	5	2
500000	65	3	4	2
438750	65	3	4	3
277425	40	2	5	1
430000	70	3	3	3
1500000	270	7	3	NaN
326000	65	4	4	4
480000	87	2	4	2
315000	47	3	4	2
299000	41	1	4	1
270449	41	2	7	parter
368568	68	3	4	1
375000	51	2	4	3
262136	46	3	5	parter
318000	60	2	3	2
310584	54	2	2	1
475000	68	2	3	parter
479000	102	4	2	NaN
274764	44	2	14	7
359566	54	2	15	4
416760	60	3	NaN	5
300428	47	3	2	2
380931	66	3	3	3
287504	51	3	4	2
339000	52	3	5	5
363000	64	3	1	parter
350506	57	3	16	11
308237	53	2	2	1
341704	56	3	15	9
284618	41	2	4	3
320311	54	3	8	1
266448	47	3	5	1
290000	51	2	3	3
345000	64	3	11	parter
324069	53	3	15	parter
269000	56	5	5	5
327097	46	2	5	5
246379	40	2	8	parter
279000	62	3	2	1
353266	54	3	7	parter
339995	56	2	4	4
379000	70	2	1	NaN
517995	116	4	4	parter
630000	141	5	4	4
699000	92	3	2	2
1000000	300	6	4	NaN
328476	52	2	14	4
481362	65	3	5	parter
298717	48	2	15	2
570000	158	4	2	NaN
375408	56	3	4	parter
345000	58	1	4	1
350506	57	3	16	11
335000	64	4	11	3
345865	53	3	7	3
400000	82	3	4	1
217500	29	1	5	1
171000	20	1	4	1
205000	30	1	10	9
732000	73	3	3	parter
415000	50	2	4	1
348000	65	3	16	9
405000	70	3	4	2
355000	46	2	4	1
259000	37	2	4	3
329000	52	3	11	9
489464	71	4	7	4
220000	36	2	NaN	parter
256872	45	3	5	1
445000	104	5	2	NaN
255300	34	1	5	4
275000	50	2	2	2
253498	38	2	7	2
259000	35	1	3	1
345000	49	2	4	3
489000	70	3	4	parter
370000	63	2	2	parter
350000	48	2	5	parter
327509	55	2	15	5
349000	60	3	1	NaN
217686	29	1	5	1
290000	41	2	5	5
322490	46	2	5	1
545000	70	3	4	parter
359000	67	3	2	parter
355000	48	2	4	parter
407000	42	2	8	8
770000	73	3	3	1
250000	42	2	10	parter
262472	46	3	5	3
410000	114	5	4	parter
437680	54	2	5	2
274344	48	2	5	2
295362	48	2	8	parter
879000	210	5	3	NaN
455348	56	2	4	parter
249048	34	2	2	2
256816	45	3	5	parter
559000	153	5	2	NaN
225000	27	1	5	4
319875	51	2	15	7
560000	82	3	2	2
990000	155	5	2	NaN
204450	43	2	5	3
336500	54	2	2	parter
266255	48	2	4	2
660000	110	4	2	2
339520	54	3	2	1
1500000	142	4	4	1
440000	61	3	3	2
485000	65	2	3	3
328646	53	3	15	4
149998	78	3	5	3
359000	85	4	1	parter
469500	109	4	3	NaN
150000	28	1	4	parter
289000	40	2	4	parter
290000	42	2	5	5
273616	48	3	5	2
330000	45	2	2	1
368712	56	2	6	1
747000	83	3	12	7
310584	54	2	2	1
349000	95	3	1	1
410665	71	4	16	2
274344	48	2	5	2
335000	54	2	5	2
240000	55	2	4	parter
0	35	2	5	parter
489000	40	1	4	parter
299600	48	3	4	3
297000	130	4	2	NaN
308495	56	4	5	5
325000	64	3	10	parter
265000	38	2	10	4
275000	50	2	3	parter
336940	49	2	13	13
325765	59	4	5	4
650000	249	5	1	NaN
464000	70	3	4	parter
274764	44	2	14	7
285000	59	2	4	2
545000	70	4	4	parter
1200000	268	7	NaN	NaN
1190000	431	6	2	NaN
0	53	3	5	5
368110	64	3	2	2
394582	47	2	5	1
250000	51	2	4	parter
282390	28	2	6	3
308220	70	2	4	3
280112	50	3	6	1
375000	74	3	4	4
279000	53	3	4	4
353438	49	2	5	5
360000	62	3	11	11
319000	48	3	16	13
690000	162	4	2	NaN
313000	49	2	4	3
264000	39	2	4	4
245000	38	2	2	parter
620000	245	6	3	NaN
193772	30	1	5	3
239000	38	2	4	1
233386	38	2	5	parter
379000	68	3	2	2
340032	60	3	5	1
249048	34	2	2	2
290000	53	3	4	3
319000	49	3	4	4
428885	45	2	5	1
369000	67	3	3	parter
198487	31	1	5	3
798000	296	6	2	NaN
335343	71	2	6	parter
2250000	369	8	2	NaN
235000	43	2	4	parter
328241	53	3	8	3
285000	42	2	5	2
318928	51	3	3	1
123000	123	4	4	2
300259	42	2	5	1
350000	59	3	4	2
323400	83	2	5	4
329000	51	2	5	parter
295362	48	3	8	3
430000	75	4	1	1
305361	74	4	1	1
359000	84	4	1	parter
780000	170	4	3	NaN
339000	62	3	4	3
214200	34	1	3	1
204450	43	2	5	3
236595	34	2	2	parter
295362	48	2	8	parter
949000	98	3	5	4
250000	47	2	4	1
638175	85	4	4	3
263018	39	2	5	4
287000	48	3	4	2
193772	30	1	5	3
299000	49	2	3	parter
740000	67	3	NaN	parter
348000	49	2	3	3
520236	62	3	5	2
194000	38	2	5	2
640000	288	6	4	NaN
380000	67	3	4	3
318000	45	1	4	3
208986	34	1	6	3
350000	94	3	1	1
375000	51	2	8	7
383950	54	2	5	4
495723	82	4	15	9
274764	44	2	14	7
297000	75	3	5	5
670000	320	8	2	NaN
375000	79	3	16	12
345240	57	4	8	3
400000	76	2	4	4
585000	99	4	3	3
1200000	165	4	4	3
350000	49	3	4	3
1156054	103	4	4	parter
345000	55	2	4	3
249000	44	2	10	8
369487	56	3	15	9
239000	35	2	4	4
579000	97	4	3	3
420000	60	2	4	3
799000	214	5	3	NaN
278502	48	3	5	2
299000	37	2	5	2
439112	67	3	5	4
354000	46	2	8	8
359084	57	3	15	4
284618	41	2	4	3
495723	82	4	15	9
437680	54	2	5	2
378000	69	4	1	parter
335343	71	2	6	parter
295000	50	2	4	4
374995	70	4	4	parter
385000	42	2	4	3
353438	49	2	5	4
298717	48	2	15	1
260876	53	2	5	3
279328	49	3	4	1
280000	47	2	4	1
325000	47	2	1	parter
550000	117	4	2	NaN
237405	35	1	5	parter
0	63	3	5	1
699000	103	4	NaN	NaN
399000	100	5	1	parter
333000	74	3	4	4
334712	59	4	5	1
479995	154	7	2	NaN
249000	45	2	6	5
240000	46	2	NaN	parter
385000	68	2	3	2
300428	47	3	2	1
520236	61	3	5	2
265155	48	2	4	parter
337303	57	4	8	5
335343	71	2	6	parter
239592	35	2	5	5
372049	60	3	15	6
411901	57	2	5	1
499000	153	4	2	NaN
378000	78	3	16	2
246054	35	1	4	4
799000	122	3	2	NaN
300000	54	2	4	1
298717	48	2	15	3
249048	34	2	2	2
219000	32	1	4	3
638175	85	4	4	3
360000	62	3	NaN	11
307156	45	2	4	1
470093	59	2	5	3
327787	51	2	15	11
780000	164	6	3	NaN
500000	140	6	1	NaN
311000	43	2	4	parter
282296	50	3	5	1
268385	41	2	7	1
336500	54	2	2	parter
194000	38	2	5	2
407000	42	2	8	8
315000	47	3	4	2
885000	177	5	2	NaN
233386	38	2	5	parter
950000	156	5	2	NaN
274763	44	2	15	6
288000	45	2	4	4
0	58	3	7	7
210000	34	2	2	2
289000	49	2	10	7
390000	56	2	4	1
279000	38	2	4	4
257400	44	2	4	2
307510	43	2	5	1
247220	52	2	5	2
295000	29	1	5	1
325038	45	2	5	2
335343	71	2	6	parter
450000	90	4	1	1
399000	69	3	2	1
520236	61	3	5	2
328646	53	3	15	6
277000	40	1	4	2
349000	58	3	4	parter
229000	63	2	4	1
610000	85	4	4	parter
299000	54	3	4	2
308800	51	3	4	4
239294	32	1	5	2
371432	60	3	15	14
359000	84	4	2	NaN
280000	47	3	4	2
469131	67	2	5	5
265000	38	2	10	3
522500	55	2	NaN	3
282994	54	2	2	parter
189000	26	1	12	5
255000	41	1	3	parter
0	36	2	5	2
328241	53	3	8	2
355374	65	2	5	1
350000	37	2	NaN	5
256816	45	3	5	parter
278000	41	2	4	3
248400	34	1	5	2
348000	64	3	4	4
450000	70	3	3	3
349332	54	3	7	5
295362	48	2	8	parter
383950	54	2	5	4
240300	44	2	5	1
307156	45	2	4	1
260000	44	2	2	2
599000	82	3	4	3
290000	37	2	NaN	6
425000	70	3	4	1
579000	230	3	2	NaN
799000	104	4	2	2
282750	43	2	4	parter
330000	49	2	3	2
360000	62	3	NaN	11
399000	84	4	10	1
221918	36	2	5	parter
339200	53	3	7	1
368736	53	2	5	3
339282	55	3	8	7
1350000	158	5	2	1
512463	94	4	8	3
1500000	300	7	2	NaN
450000	71	4	1	parter
339000	66	3	11	1
312000	45	2	5	1
287000	39	2	5	4
353989	60	3	5	1
549000	155	5	2	NaN
210541	35	1	8	parter
284618	41	2	4	3
476070	68	4	5	2
0	35	2	5	2
302887	49	2	7	4
256872	45	3	5	1
326000	39	2	3	1
440000	85	4	4	parter
245000	47	2	10	8
200000	28	1	4	4
285000	49	2	3	3
278000	42	2	6	3
495700	83	4	15	7
630000	55	2	5	5
267410	48	3	5	4
190000	31	1	10	4
970000	328	6	1	NaN
159000	34	1	2	parter
455348	56	2	4	parter
750000	185	5	2	NaN
299000	43	2	5	2
699000	137	4	NaN	NaN
321650	45	2	5	1
337524	51	3	7	2
864763	78	2	5	5
297297	50	2	4	4
1220000	72	2	4	1
149900	78	3	5	3
290970	48	2	6	parter
0	73	3	5	5
460000	45	2	5	3
337303	57	4	8	2
375000	70	4	4	parter
240000	38	2	10	10
262136	46	3	5	parter
552210	69	3	4	3
260043	51	2	5	4
220210	36	2	5	parter
324700	62	3	4	2
215000	36	2	4	parter
2300000	290	5	2	NaN
375000	56	3	2	2
269400	159	4	1	NaN
367773	44	2	5	2
279000	48	3	4	4
340000	58	2	3	2
259000	52	2	2	2
354416	58	3	2	1
315579	46	2	5	parter
280000	46	2	4	4
798000	800	7	2	NaN
377946	69	3	4	3
620000	91	4	2	1
410665	71	3	15	2
580000	106	3	4	3
368246	52	3	3	1
245000	44	2	4	3
235000	43	2	4	parter
439000	75	3	1	parter
323340	53	3	8	2
0	56	3	7	4
335988	49	2	7	1
215000	38	2	2	parter
585000	100	3	2	1
629000	68	2	3	1
244496	43	3	4	1
324686	55	2	15	2
277501	44	2	15	7
185232	36	2	5	parter
599000	83	3	5	3
800000	103	4	3	3
307035	55	3	5	4
300428	47	3	2	2
450000	86	4	1	1
390000	74	4	4	1
337524	51	3	7	parter
450000	130	5	3	NaN
455348	56	2	4	parter
417700	67	3	2	parter
274000	56	2	3	3
290387	26	1	5	2
1999000	260	4	2	NaN
336500	54	2	2	parter
388000	50	2	4	4
289296	51	3	6	parter
320000	61	2	NaN	parter
585000	94	3	2	parter
205000	32	1	10	9
355000	53	3	NaN	9
382000	50	3	4	3
233386	38	2	5	parter
351475	67	3	2	parter
339000	55	2	4	parter
270449	41	2	7	parter
370000	62	3	4	3
326000	39	2	3	1
260000	46	2	16	parter
185232	36	2	5	parter
244000	38	2	10	5
597000	89	3	1	parter
315000	53	3	4	4
377640	41	2	4	2
277501	44	2	15	4
309740	45	2	4	3
282994	54	2	2	parter
904041	100	3	5	parter
236595	34	2	2	2
316240	47	3	2	1
290195	45	2	5	1
299000	27	2	NaN	1
550000	66	3	5	parter
335920	51	3	3	parter
337500	55	1	4	3
259038	31	1	5	3
395000	68	4	3	3
340000	54	3	4	parter
585000	100	3	2	1
120000	16	1	4	niski parter
368110	64	3	2	2
399000	84	4	10	5
529000	96	3	2	NaN
1199000	229	7	2	NaN
313000	50	2	4	3
519000	93	4	4	3
359000	64	3	4	4
990000	250	7	3	NaN
420000	180	8	1	NaN
236596	34	2	2	1
0	51	3	5	1
399000	119	5	NaN	NaN
320311	54	3	5	1
400000	79	3	16	12
328646	53	3	15	3
638175	85	4	4	3
240000	39	1	5	2
255000	47	2	10	4
277823	49	2	4	1
690000	160	5	2	NaN
399900	66	4	4	2
474000	91	3	2	1
334600	59	4	5	parter
535000	85	3	2	NaN
815000	160	4	3	NaN
579000	97	4	NaN	NaN
250000	38	2	4	parter
320000	48	2	4	1
492000	57	3	4	4
749000	91	3	1	parter
529000	143	4	2	NaN
290387	26	1	5	2
315000	53	3	4	4
372049	60	3	15	5
346624	54	3	7	4
180400	120	3	1	NaN
1140963	155	4	3	3
249000	38	2	4	4
363392	53	2	5	5
362880	55	2	5	1
710000	189	6	2	NaN
344540	30	1	4	2
390000	90	4	4	4
0	33	2	5	1
305361	68	3	2	parter
268385	41	2	7	1
236000	48	2	3	parter
378000	63	3	3	2
699000	154	5	2	NaN
259000	37	1	3	parter
660000	110	4	2	2
765000	152	4	1	parter
312480	55	4	5	1
320311	54	3	8	5
311500	88	2	4	1
346624	54	3	7	1
236595	34	2	2	2
0	62	3	7	7
839000	190	4	3	NaN
720000	164	5	2	NaN
700000	46	2	NaN	2
420000	59	2	3	3
343620	57	3	3	3
302887	49	2	7	4
290195	45	2	5	1
368110	64	3	2	2
492000	58	3	5	4
315000	54	2	3	parter
283024	50	3	5	parter
319000	48	2	4	3
495782	82	4	15	8
255000	50	2	5	4
0	30	1	7	3
650000	140	4	2	NaN
235000	31	1	10	parter
371782	56	3	15	13
290387	26	1	5	2
429000	63	3	4	1
2650000	650	8	2	NaN
545000	73	3	4	1
329000	57	2	4	parter
267984	37	2	5	2
1899000	290	5	3	NaN
330000	59	3	4	4
295000	44	2	4	parter
495000	220	4	NaN	NaN
1156054	103	4	4	parter
849000	145	6	2	NaN
408430	74	4	5	5
283372	45	2	15	10
199000	27	1	12	12
855000	96	4	5	5
315000	47	3	4	2
300987	49	3	8	5
550000	81	3	NaN	parter
399000	61	3	4	1
325000	47	3	10	8
285534	44	2	2	1
495000	63	3	5	parter
328000	47	2	15	10
274812	48	3	5	2
349332	54	3	7	5
307499	48	2	15	14
1190000	241	6	2	NaN
303287	50	2	15	3
350000	51	2	3	3
499000	118	4	3	NaN
245641	41	2	4	1
345865	53	3	7	2
335343	71	2	6	parter
394367	65	3	15	3
319875	51	2	15	7
319875	51	2	15	8
328241	53	3	8	2
296000	53	3	7	7
269000	36	1	4	1
294234	51	3	5	3
285000	45	2	1	parter
587945	69	3	4	1
495723	82	4	15	9
397350	44	2	5	2
399000	56	2	5	2
338250	61	3	4	4
239000	38	2	4	2
449000	70	3	2	2
418000	84	4	4	parter
320311	54	3	5	1
430000	66	3	5	4
330393	55	2	15	13
229000	31	2	5	2
279000	49	3	10	7
302887	49	2	7	4
303000	53	3	4	3
301206	48	2	15	6
193950	38	2	5	1
315000	45	2	4	3
1100000	187	4	3	NaN
520236	61	3	5	2
259500	32	1	5	3
238748	36	1	15	4
315810	47	2	9	8
237900	32	1	11	1
345000	70	4	12	3
428090	57	3	4	1
0	51	3	5	5
389000	63	3	10	parter
196000	31	1	11	8
232050	35	1	4	parter
318198	50	2	8	4
240240	26	1	4	1
410000	57	2	6	5
950000	276	6	1	NaN
345865	53	3	7	1
228200	40	3	5	4
334752	50	3	7	parter
1150000	297	5	2	NaN
341020	57	3	8	1
390000	54	2	5	5
367000	52	2	2	parter
291174	37	2	2	parter
290000	70	2	3	3
890000	137	5	2	1
270807	47	3	5	2
302887	49	2	7	4
294906	42	2	4	3
350000	51	2	3	3
285000	43	2	4	4
350464	54	3	7	1
379000	54	2	5	3
345000	53	2	4	4
680000	89	3	2	parter
312198	51	2	15	6
284618	41	2	4	3
305000	44	2	2	parter
249500	40	2	3	1
300000	50	2	16	3
299000	49	2	5	parter
437680	54	2	5	2
299000	54	2	5	4
392607	59	4	7	5
399000	65	3	3	1
356160	59	4	5	5
346624	54	3	7	2
259000	46	2	5	5
327787	51	2	15	11
429000	70	3	4	4
767000	96	4	4	parter
330368	51	2	15	12
296424	41	2	5	5
319816	57	4	6	3
376399	62	3	15	12
380000	78	3	16	14
415000	53	2	10	5
392607	59	4	7	5
220210	36	2	5	parter
538229	73	3	5	3
404965	73	3	3	2
625000	100	2	3	NaN
459000	88	4	3	2
471015	58	3	2	2
400000	49	2	5	3
367000	52	2	2	parter
451567	73	3	15	3
1490000	216	6	2	NaN
190300	31	2	5	4
290195	45	2	5	1
320281	45	2	5	5
650000	260	6	2	NaN
1156054	103	4	4	parter
529000	143	4	2	NaN
329000	74	2	4	3
305670	44	2	7	3
300259	42	2	5	1
410665	71	4	15	2
348000	62	2	3	1
336500	54	2	2	parter
354000	49	2	5	1
390000	63	3	3	2
349000	49	2	3	3
754920	165	5	2	NaN
305000	47	3	4	2
0	63	3	5	3
369083	61	3	15	4
277098	54	2	2	parter
300428	47	3	2	2
235000	40	2	12	5
435000	83	3	2	parter
499000	62	3	5	parter
292230	47	2	15	1
459917	69	2	5	parter
354000	46	2	8	8
384995	56	2	4	3
495000	86	4	1	parter
299995	80	3	3	3
320311	54	3	8	1
138264	46	2	1	parter
480000	59	2	7	parter
302887	49	2	7	4
393120	55	2	5	3
469269	68	4	5	1
980000	443	6	3	NaN
265000	38	2	4	4
0	35	2	5	3
447000	64	3	4	4
235000	37	2	4	1
499000	64	3	NaN	1
489408	101	4	4	3
535000	143	4	2	NaN
455348	56	2	4	parter
339000	63	3	4	3
277425	40	2	5	1
337204	57	3	15	10
349000	52	2	5	3
274812	48	3	5	2
565700	161	4	2	NaN
235000	32	1	10	10
295000	46	2	4	4
342000	56	2	4	1
279000	38	2	3	1
217686	29	2	5	1
289000	40	2	4	parter
274344	48	2	5	2
316740	52	3	8	4
280670	44	2	15	8
0	54	3	7	5
307156	45	2	4	1
229000	32	1	3	parter
2390000	353	6	2	NaN
1699990	400	6	3	NaN
499000	157	5	2	NaN
0	71	4	7	4
219000	31	1	4	1
289000	48	2	10	4
417000	74	3	2	1
221918	36	2	5	parter
720000	96	2	11	5
411901	57	2	5	1
410000	57	2	NaN	5
299000	38	1	2	2
395000	84	3	4	3
649000	78	4	6	2
388000	73	4	6	1
398000	60	4	3	3
450000	74	3	3	parter
415000	77	3	4	parter
519000	64	3	5	1
429000	59	3	4	4
404965	73	3	3	2
499000	87	4	3	3
319000	54	3	7	6
345648	60	3	4	2
559000	92	4	2	NaN
154000	28	1	NaN	1
296810	44	2	7	2
395000	67	2	NaN	1
299000	42	2	4	2
255000	41	2	3	3
627000	95	4	5	5
345865	53	3	7	parter
550000	88	4	4	1
342000	56	2	4	1
690000	270	4	2	NaN
399000	63	3	4	3
367000	52	2	2	parter
739000	500	8	4	NaN
204000	23	1	3	parter
430000	64	3	NaN	2
204450	43	2	5	3
255000	40	2	NaN	1
849000	126	4	2	NaN
499000	64	3	4	1
349000	64	3	4	2
246379	40	2	8	parter
627000	200	5	3	NaN
612000	68	3	4	1
285534	44	2	2	1
275000	46	2	15	13
320311	54	3	5	1
450000	60	2	3	2
335988	49	2	7	1
353379	57	3	16	12
627000	95	4	5	5
337303	57	4	5	3
679000	120	4	2	NaN
1190000	226	4	2	NaN
274764	44	2	14	7
336500	54	2	2	parter
390000	56	2	4	1
392607	59	4	7	5
337524	51	3	7	2
600000	200	7	2	NaN
300428	47	3	2	2
345000	65	3	4	4
339000	63	3	4	3
242000	37	2	11	2
242259	35	1	4	4
168799	28	1	2	parter
380000	50	3	4	3
289000	74	3	3	3
185274	28	1	3	parter
282995	54	2	2	parter
349000	54	3	10	8
350000	60	3	4	3
190000	31	1	11	4
397350	44	2	5	2
300428	47	3	2	2
269000	56	5	5	5
346055	54	3	15	12
299999	49	2	3	3
398000	62	3	4	1
201853	28	1	5	parter
312000	45	2	5	2
0	35	2	5	1
485000	76	3	NaN	1
549211	86	4	8	1
256872	45	3	5	1
911000	101	4	4	1
468292	73	3	15	4
180714	46	2	1	parter
520236	61	3	5	2
336500	54	2	2	parter
307156	45	2	4	1
335988	49	2	7	1
1190000	200	5	2	NaN
340480	53	3	NaN	parter
890000	360	6	4	NaN
0	36	2	5	parter
689000	74	3	6	1
399000	61	3	4	1
285000	51	3	NaN	parter
310000	59	2	4	4
511101	93	4	8	3
307035	55	3	5	4
710000	120	4	2	NaN
526000	81	3	4	3
664443	44	3	5	3
286698	40	2	5	2
399000	63	3	4	3
604500	134	7	2	1
408430	74	4	5	5
337524	51	3	7	parter
318836	54	3	13	4
274064	48	3	5	1
395000	33	1	7	3
346949	54	2	15	2
662000	73	3	4	1
405000	58	2	4	3
246790	42	2	4	3
196000	31	1	11	8
332000	50	2	4	4
329000	49	2	5	2
1	104	5	1	parter
469131	67	4	5	4
790000	139	4	3	parter
650160	51	3	4	1
420000	57	2	NaN	NaN
250000	90	2	4	parter
383950	54	2	5	4
239000	27	1	12	12
274344	48	2	5	2
411901	57	2	5	1
535000	100	2	1	NaN
269000	52	2	2	parter
0	36	2	5	2
349785	51	3	4	1
540000	59	2	4	2
274764	44	2	14	7
337303	57	3	8	5
243485	44	2	4	parter
307035	55	3	5	4
240000	45	2	3	parter
268385	41	2	7	1
487059	75	4	5	3
340000	48	2	5	2
397350	44	2	5	2
333699	54	3	7	parter
336500	54	2	2	parter
850000	170	4	3	NaN
460000	73	3	4	parter
337120	60	3	5	3
327097	46	2	5	4
250000	45	2	4	4
390000	74	4	4	1
330000	62	4	4	2
369000	67	3	15	10
327787	51	2	15	11
950000	161	5	4	1
875000	174	5	2	NaN
334240	74	4	1	1
393120	55	2	5	3
242572	32	1	5	4
148000	27	2	3	3
490000	146	5	2	NaN
406000	62	2	3	1
850000	350	7	2	NaN
239000	38	2	11	11
363392	53	2	5	1
320311	54	3	8	3
345240	57	4	8	parter
470093	59	2	5	3
330393	55	2	15	14
236595	34	2	2	1
690000	180	4	1	NaN
296928	41	2	5	4
450000	70	2	4	2
289000	38	2	4	parter
407000	42	2	8	8
312198	51	2	15	6
255000	38	2	12	9
349000	53	3	4	1
265000	43	2	4	4
429000	79	3	4	4
255750	125	4	4	parter
359000	93	3	5	5
368712	56	2	6	1
379000	86	3	4	parter
489000	39	2	11	8
490000	89	3	2	1
639000	83	4	2	parter
399000	47	3	NaN	4
663205	90	4	5	3
480	48	2	3	1
250000	45	2	4	4
339000	63	3	4	4
341250	48	2	5	2
650000	82	2	4	4
420000	96	3	4	3
192000	30	1	10	1
279000	47	3	4	4
237542	32	1	5	3
383950	54	2	5	4
399000	75	3	2	parter
320000	48	3	4	4
290195	45	2	5	1
391711	65	3	15	2
555028	82	4	5	2
340480	53	3	NaN	parter
620000	70	3	5	3
372025	60	3	15	1
375000	74	3	4	4
760000	128	5	3	NaN
339200	53	3	7	2
307026	55	4	5	4
520236	61	3	5	2
0	54	3	5	5
1149000	120	4	2	NaN
323923	55	2	15	1
329000	62	3	2	parter
313000	48	2	5	parter
529000	213	5	3	NaN
339000	64	4	11	11
285000	50	2	3	3
350000	50	2	4	parter
334000	50	2	4	4
221918	36	2	5	parter
409713	66	3	15	11
277425	40	2	4	1
329441	55	2	15	8
359000	64	3	11	2
430000	97	5	4	3
411901	57	2	5	1
489464	71	4	7	4
200000	37	2	5	2
315044	45	2	4	4
690000	199	6	2	NaN
250000	47	2	4	1
2269000	176	3	3	1
1500000	120	4	3	1
316740	52	3	8	4
429000	55	2	4	4
263018	39	2	5	4
638175	85	4	4	3
390000	73	4	11	10
440000	185	4	2	NaN
358000	63	3	4	4
130000	60	5	5	4
410695	64	3	15	10
710000	189	6	2	NaN
365000	46	3	4	1
204450	43	2	5	3
699000	154	5	2	NaN
827000	62	3	16	7
428885	45	2	5	1
253288	45	3	5	4
0	36	2	7	5
173000	19	1	4	2
360000	40	2	18	6
630000	141	5	4	4
514939	83	4	15	13
210000	36	2	2	1
217042	29	1	5	5
337524	51	3	7	4
1106900	154	6	3	2
354496	55	3	7	2
335000	49	2	5	4
313000	49	2	4	3
244000	38	2	10	5
236000	48	2	3	parter
290000	53	3	4	4
450000	74	3	NaN	NaN
247220	52	2	5	2
549000	110	3	2	NaN
308500	57	4	NaN	2
0	33	2	5	2
240000	31	2	10	8
217686	29	1	6	1
350784	54	3	7	2
435000	60	2	5	1
1000000	265	5	2	NaN
558000	139	5	3	1
242000	34	2	7	1
349000	80	4	1	parter
268385	41	2	7	1
476280	88	4	5	1
200060	28	1	5	parter
285534	44	2	2	1
410468	60	3	15	5
379000	40	2	8	6
295000	50	2	4	4
302887	49	2	7	4
193772	30	1	5	3
296055	45	2	5	parter
345240	57	4	8	3
365000	67	3	10	1
358000	63	3	4	4
0	63	3	5	3
215000	25	1	10	4
305000	52	3	9	3
325000	46	3	5	2
354000	79	3	16	16
299000	48	2	4	parter
290387	26	1	5	2
335000	48	3	4	4
261000	43	2	3	1
283372	45	2	15	13
0	69	3	5	5
327746	55	2	15	6
336500	54	2	2	parter
320311	54	3	8	1
253288	45	3	5	4
368712	56	2	5	parter
235000	42	3	NaN	4
350000	59	2	3	parter
1449999	200	6	2	parter
290195	45	2	5	1
238000	35	1	3	2
450000	75	3	1	parter
449000	70	2	4	2
190000	31	1	11	4
1100000	160	6	1	NaN
384540	56	3	4	3
399000	59	2	5	2
237405	35	1	5	parter
273000	32	2	4	1
719000	141	5	2	NaN
365000	67	3	4	2
483736	82	5	4	1
864763	78	2	5	5
680000	159	4	2	NaN
311000	34	1	4	1
450000	60	2	1	NaN
1490000	216	6	2	NaN
350000	63	1	4	parter
318384	48	3	7	2
349000	47	2	4	4
235000	35	2	4	2
185232	36	2	5	parter
253288	45	3	5	4
327654	65	2	5	parter
319875	51	2	15	7
1800000	180	2	2	parter
285000	48	3	3	1
1090000	183	6	3	1
360000	41	2	5	5
331045	50	3	6	5
798000	120	5	3	3
293488	43	2	4	parter
530000	83	4	3	3
227592	31	1	5	1
350784	54	3	7	4
289000	53	2	3	1
384540	56	3	5	3
599000	136	4	2	NaN
430000	170	5	2	NaN
710000	189	6	2	NaN
338250	61	3	4	4
350000	39	2	7	1
304865	55	3	3	3
520000	98	4	2	1
284618	41	2	4	3
333000	55	3	3	parter
474912	72	3	14	14
499000	140	5	2	NaN
495000	68	3	5	3
249048	34	2	2	2
357695	55	3	7	parter
333000	65	3	NaN	4
670000	198	8	3	NaN
367000	49	2	5	4
499000	170	4	3	NaN
337524	51	3	7	4
499000	64	3	4	1
256872	45	3	5	1
0	35	2	5	4
280390	50	3	5	4
420000	51	2	5	2
330840	55	3	8	1
643000	83	4	1	parter
220210	36	2	5	parter
899000	203	7	2	NaN
417000	74	3	1	parter
478000	52	2	5	4
320768	57	4	5	2
252937	37	2	2	parter
233386	38	2	5	parter
290067	48	2	15	parter
294906	42	2	4	3
360000	63	3	NaN	1
294906	42	2	5	3
598000	67	3	11	8
375804	56	3	4	parter
399000	69	3	2	1
0	33	2	5	4
640000	190	6	2	NaN
629000	130	4	2	NaN
986000	240	6	3	NaN
229000	38	2	10	10
275000	52	2	4	3
358839	61	3	4	1
269000	34	2	4	1
275000	39	2	5	3
415000	57	2	7	5
280390	50	3	5	4
349332	54	3	NaN	parter
354416	58	3	2	1
282420	44	2	15	8
950000	295	7	2	NaN
299000	48	3	4	4
321285	53	2	5	4
327787	51	2	15	11
237405	35	1	5	parter
263018	39	2	5	4
425000	85	3	3	3
567000	63	3	7	7
275184	47	2	4	1
389000	73	3	1	parter
399000	65	3	2	1
354000	54	2	5	5
495723	82	4	15	9
1156054	103	4	4	parter
371432	60	3	15	12
274344	48	2	5	2
350000	48	2	4	parter
325038	45	2	5	3
799000	104	4	2	2
428000	51	2	4	3
229000	35	2	7	6
285000	41	2	4	3
262920	75	2	4	parter
799000	104	4	2	2
350000	50	2	4	3
193772	30	1	5	3
585000	135	4	2	NaN
350000	83	3	2	1
415000	86	7	2	1
